================================================================================
Search Response Debug v3.2.0
Session start: 2026-01-13 17:58:47
================================================================================

[2026-01-13 17:58:47] [INFO] [Thread-512752423064] ================================================================================
[2026-01-13 17:58:47] [INFO] [Thread-512752423064] 🚀 Search Response Debug v3.2.0 initializing...
[2026-01-13 17:58:47] [INFO] [Thread-512752423064] ================================================================================
[2026-01-13 17:58:47] [INFO] [Thread-493599114176] ================================================================================
[2026-01-13 17:58:47] [INFO] [Thread-493599114176] 🚀 Search Response Debug v3.2.0 loading...
[2026-01-13 17:58:47] [INFO] [Thread-493599114176] 🔧 Installing comprehensive search hooks...
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$fputvideoTextureView
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$fputwaitingForSendingMessageLoad
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$maddToSelectedMessages
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mafterMessageSend
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mcanSendMessageToTopic
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mcheckBotMessageHint
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mcheckEditTextItemMenu
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mcheckSavedMessagesTagHint
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mcreateDeleteMessagesAlert
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mcreateHint2MessageObject
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mcreateSearchContainer
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mcreateTextureView
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mcreateVoiceMessagesPlaylist
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mgetMessageCaption
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mgetMessageType
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mgetPinnedMessagesCount
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mopenDiscussionMessageChat
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mopenMessageInOriginalDialog
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mopenPinnedMessagesList
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mopenScheduledMessages
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mopenSearchWithChat
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mopenSearchWithUser
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mremoveMessageObject
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mremoveSelectedMessageHighlight
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$msendSecretMessageRead
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$msetFilterMessages
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$msetFilterMessages
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mshowBotMessageHint
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mshowMessagesSearchListView
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mstartEditingMessageObject
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mstartMessageUnselect
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$munpinMessage
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mupdateFilteredMessages
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mupdateMessageAnimated
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mupdateMessageAnimatedInternal
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mupdateMessageListAccessibilityVisibility
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mupdatePinnedMessageView
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mupdateSearchButtons
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mupdateSearchListEmptyView
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: -$$Nest$mupdateSearchUpDownButtonVisibility
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: addReplyMessageOwner
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: addSponsoredMessages
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: addToSelectedMessages
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: addToSelectedMessages
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: afterMessageSend
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: canEditMessage
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: canSendMessageToGeneralTopic
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: canSendMessageToTopic
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: canSendMessageToTopic
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: cancelSearchLinks
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: checkBotMessageHint
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: checkEditTextItemMenu
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: checkGroupMessagesOrder
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: checkInstantSearch
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: checkNewMessagesOnQuoteEdit
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: checkSavedMessagesHint
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: checkSavedMessagesTagHint
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: checkSecretMessageForLocation
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: createDeleteMessagesAlert
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: createDeleteMessagesAlert
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: createHint2MessageObject
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: createPinnedMessageView
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: createSearchContainer
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: createTextureView
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: createVoiceMessagesPlaylist
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: destroyTextureView
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: forwardMessages
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: forwardMessages
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: getEditableMessageFromGroup
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: getHeightForMessage
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: getMessageCaption
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: getMessageCaption
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: getMessageContent
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: getMessageType
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: getPinnedMessagesCount
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: getScrollOffsetForMessage
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: getScrollOffsetForMessage
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: getSearchItemListener
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: getSponsoredMessagesCount
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: goToNextOrPrevSearchMessage
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: hasSelectedNoforwardsMessage
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity search: hidePinnedMessageView
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$applyChatLinkMessageMaybe$245
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$applyDraftMaybe$246
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$checkGroupEmojiPackHint$202
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$checkListViewPaddings$242
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$checkRecordLocked$362
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$checkScrollForLoad$129
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$checkSecretMessageForLocation$193
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$checkShowBlur$118
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$checkStarsNeedSheet$359
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$checkThemeEmoticonOrWallpaper$397
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$closeMenu$309
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createDeleteMessagesAlert$247
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createDeleteMessagesAlert$248
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createEmptyView$304
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createEmptyView$305
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$249
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$250
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$251
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$255
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$256
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$259
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$260
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$261
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$263
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$264
[2026-01-13 17:58:49] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$267
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$268
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$269
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$273
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$274
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$275
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$276
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$277
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$278
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$279
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$280
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$281
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$282
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$283
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$284
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$285
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$286
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$287
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$288
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$289
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$290
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$292
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$293
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$295
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$296
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$297
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$298
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$299
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$300
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$301
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$302
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createMenu$303
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createPinnedMessageView$110
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createPinnedMessageView$111
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createPinnedMessageView$112
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createPinnedMessageView$113
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createPinnedMessageView$114
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createPinnedMessageView$115
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createSearchContainer$100
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createSearchContainer$101
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createSearchContainer$102
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createSearchContainer$103
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createTopPanel$87
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createTopPanel$88
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createTopPanel$89
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createTopPanel$90
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createTopPanel$91
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createTopPanel$92
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createTopPanel$93
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createTopicsTabs$94
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createTopicsTabs$95
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createTopicsTabs$96
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$18
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$19
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$20
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$21
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$22
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$23
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$24
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$25
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$26
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$27
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$28
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$29
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$30
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$31
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$32
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$33
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$34
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$35
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$36
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$37
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$38
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$39
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$40
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$41
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$42
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$43
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$44
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$45
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$46
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$47
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$48
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$49
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$50
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$51
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$52
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$53
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$54
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$55
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$56
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$57
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$58
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$59
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$60
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$61
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$62
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$63
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$64
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$65
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$66
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$67
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$68
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$69
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$70
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$71
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$72
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$73
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$74
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$75
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$76
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$77
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$78
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$79
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$80
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$81
[2026-01-13 17:58:50] [DETAILED] [Thread-493599114176] ✅ Hooked ChatActivity lambda: lambda$createView$82
